"Name","Label","Concept","Required","Attributes","Limit","Predicate Type","Group"
"C24010_049E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_049EA","Annotation of Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations","","predicate-only","","0","string","C24010"
"C24010_049M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_049MA","Annotation of Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations","","predicate-only","","0","string","C24010"
"C24010_050E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Educational instruction, and library occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_050EA","Annotation of Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Educational instruction, and library occupations","","predicate-only","","0","string","C24010"
"C24010_050M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Educational instruction, and library occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_050MA","Annotation of Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Educational instruction, and library occupations","","predicate-only","","0","string","C24010"
"C24010_051E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_051EA","Annotation of Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations","","predicate-only","","0","string","C24010"
"C24010_051M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_051MA","Annotation of Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations","","predicate-only","","0","string","C24010"
"C24010_052E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_052EA","Annotation of Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations","","predicate-only","","0","string","C24010"
"C24010_052M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_052MA","Annotation of Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations","","predicate-only","","0","string","C24010"
"C24010_053E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health diagnosing and treating practitioners and other technical occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_053EA","Annotation of Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health diagnosing and treating practitioners and other technical occupations","","predicate-only","","0","string","C24010"
"C24010_053M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health diagnosing and treating practitioners and other technical occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_053MA","Annotation of Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health diagnosing and treating practitioners and other technical occupations","","predicate-only","","0","string","C24010"
"C24010_054E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health technologists and technicians","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_054EA","Annotation of Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health technologists and technicians","","predicate-only","","0","string","C24010"
"C24010_054M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health technologists and technicians","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_054MA","Annotation of Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health technologists and technicians","","predicate-only","","0","string","C24010"
"C24010_055E","Estimate!!Total!!Female!!Service occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_055EA","Annotation of Estimate!!Total!!Female!!Service occupations","","predicate-only","","0","string","C24010"
"C24010_055M","Margin of Error!!Total!!Female!!Service occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_055MA","Annotation of Margin of Error!!Total!!Female!!Service occupations","","predicate-only","","0","string","C24010"
"C24010_056E","Estimate!!Total!!Female!!Service occupations!!Healthcare support occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_056EA","Annotation of Estimate!!Total!!Female!!Service occupations!!Healthcare support occupations","","predicate-only","","0","string","C24010"
"C24010_056M","Margin of Error!!Total!!Female!!Service occupations!!Healthcare support occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_056MA","Annotation of Margin of Error!!Total!!Female!!Service occupations!!Healthcare support occupations","","predicate-only","","0","string","C24010"
"C24010_057E","Estimate!!Total!!Female!!Service occupations!!Protective service occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_057EA","Annotation of Estimate!!Total!!Female!!Service occupations!!Protective service occupations","","predicate-only","","0","string","C24010"
"C24010_057M","Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_057MA","Annotation of Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations","","predicate-only","","0","string","C24010"
"C24010_058E","Estimate!!Total!!Female!!Service occupations!!Protective service occupations!!Firefighting and prevention, and other protective service workers including supervisors","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_058EA","Annotation of Estimate!!Total!!Female!!Service occupations!!Protective service occupations!!Firefighting and prevention, and other protective service workers including supervisors","","predicate-only","","0","string","C24010"
"C24010_058M","Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations!!Firefighting and prevention, and other protective service workers including supervisors","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_058MA","Annotation of Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations!!Firefighting and prevention, and other protective service workers including supervisors","","predicate-only","","0","string","C24010"
"C24010_059E","Estimate!!Total!!Female!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_059EA","Annotation of Estimate!!Total!!Female!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors","","predicate-only","","0","string","C24010"
"C24010_059M","Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_059MA","Annotation of Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors","","predicate-only","","0","string","C24010"
"C24010_060E","Estimate!!Total!!Female!!Service occupations!!Food preparation and serving related occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_060EA","Annotation of Estimate!!Total!!Female!!Service occupations!!Food preparation and serving related occupations","","predicate-only","","0","string","C24010"
"C24010_060M","Margin of Error!!Total!!Female!!Service occupations!!Food preparation and serving related occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_060MA","Annotation of Margin of Error!!Total!!Female!!Service occupations!!Food preparation and serving related occupations","","predicate-only","","0","string","C24010"
"C24010_061E","Estimate!!Total!!Female!!Service occupations!!Building and grounds cleaning and maintenance occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_061EA","Annotation of Estimate!!Total!!Female!!Service occupations!!Building and grounds cleaning and maintenance occupations","","predicate-only","","0","string","C24010"
"C24010_061M","Margin of Error!!Total!!Female!!Service occupations!!Building and grounds cleaning and maintenance occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_061MA","Annotation of Margin of Error!!Total!!Female!!Service occupations!!Building and grounds cleaning and maintenance occupations","","predicate-only","","0","string","C24010"
"C24010_062E","Estimate!!Total!!Female!!Service occupations!!Personal care and service occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_062EA","Annotation of Estimate!!Total!!Female!!Service occupations!!Personal care and service occupations","","predicate-only","","0","string","C24010"
"C24010_062M","Margin of Error!!Total!!Female!!Service occupations!!Personal care and service occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_062MA","Annotation of Margin of Error!!Total!!Female!!Service occupations!!Personal care and service occupations","","predicate-only","","0","string","C24010"
"C24010_063E","Estimate!!Total!!Female!!Sales and office occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_063EA","Annotation of Estimate!!Total!!Female!!Sales and office occupations","","predicate-only","","0","string","C24010"
"C24010_063M","Margin of Error!!Total!!Female!!Sales and office occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_063MA","Annotation of Margin of Error!!Total!!Female!!Sales and office occupations","","predicate-only","","0","string","C24010"
"C24010_064E","Estimate!!Total!!Female!!Sales and office occupations!!Sales and related occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_064EA","Annotation of Estimate!!Total!!Female!!Sales and office occupations!!Sales and related occupations","","predicate-only","","0","string","C24010"
"C24010_064M","Margin of Error!!Total!!Female!!Sales and office occupations!!Sales and related occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_064MA","Annotation of Margin of Error!!Total!!Female!!Sales and office occupations!!Sales and related occupations","","predicate-only","","0","string","C24010"
"C24010_065E","Estimate!!Total!!Female!!Sales and office occupations!!Office and administrative support occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_065EA","Annotation of Estimate!!Total!!Female!!Sales and office occupations!!Office and administrative support occupations","","predicate-only","","0","string","C24010"
"C24010_065M","Margin of Error!!Total!!Female!!Sales and office occupations!!Office and administrative support occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_065MA","Annotation of Margin of Error!!Total!!Female!!Sales and office occupations!!Office and administrative support occupations","","predicate-only","","0","string","C24010"
"C24010_066E","Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_066EA","Annotation of Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations","","predicate-only","","0","string","C24010"
"C24010_066M","Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_066MA","Annotation of Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations","","predicate-only","","0","string","C24010"
"C24010_067E","Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_067EA","Annotation of Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations","","predicate-only","","0","string","C24010"
"C24010_067M","Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_067MA","Annotation of Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations","","predicate-only","","0","string","C24010"
"C24010_068E","Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_068EA","Annotation of Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations","","predicate-only","","0","string","C24010"
"C24010_068M","Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_068MA","Annotation of Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations","","predicate-only","","0","string","C24010"
"C24010_069E","Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_069EA","Annotation of Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations","","predicate-only","","0","string","C24010"
"C24010_069M","Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_069MA","Annotation of Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations","","predicate-only","","0","string","C24010"
"C24010_070E","Estimate!!Total!!Female!!Production, transportation, and material moving occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_070EA","Annotation of Estimate!!Total!!Female!!Production, transportation, and material moving occupations","","predicate-only","","0","string","C24010"
"C24010_070M","Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_070MA","Annotation of Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations","","predicate-only","","0","string","C24010"
"C24010_071E","Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Production occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_071EA","Annotation of Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Production occupations","","predicate-only","","0","string","C24010"
"C24010_071M","Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Production occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_071MA","Annotation of Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Production occupations","","predicate-only","","0","string","C24010"
"C24010_072E","Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Transportation occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_072EA","Annotation of Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Transportation occupations","","predicate-only","","0","string","C24010"
"C24010_072M","Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Transportation occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_072MA","Annotation of Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Transportation occupations","","predicate-only","","0","string","C24010"
"C24010_073E","Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Material moving occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_073EA","Annotation of Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Material moving occupations","","predicate-only","","0","string","C24010"
"C24010_073M","Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Material moving occupations","SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","predicate-only","","0","int","C24010"
"C24010_073MA","Annotation of Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Material moving occupations","","predicate-only","","0","string","C24010"